Markers_ ,X Position_µm,Y Position_µm,MODULUS_GPa,HARDNESS_GPa,H/E_ratio,H^3/E^2_ratio
69,42.592592592592595,0.0,213.49999999999997,5.15,0.02412177985948478,0.002996580357485646
70,43.20987654320987,0.0,203.3,5.58,0.02744712247909493,0.004203662490694006
71,43.82716049382716,0.0,193.10000000000002,6.01,0.031123770067322625,0.005821821269853443
72,44.44444444444444,0.0,182.9,6.44,0.035210497539639146,0.00798417764220874
73,45.06172839506173,0.0,160.425,5.3975,0.03364500545426211,0.006109896550913525
74,45.67901234567901,0.0,137.95,4.355,0.03156940920623415,0.004340313187681531
75,46.2962962962963,0.0,115.475,3.3125,0.028685862740853,0.0027257857639321308
76,46.91358024691358,0.0,93.0,2.27,0.024408602150537636,0.0013524202798011332
77,47.53086419753087,0.0,124.3,2.8325,0.022787610619469028,0.0014708469976114026
78,48.148148148148145,0.0,155.6,3.3949999999999996,0.021818766066838045,0.001616218786346574
79,48.76543209876543,0.0,186.89999999999998,3.9574999999999996,0.02117442482611022,0.0017743699255309156
80,49.382716049382715,0.0,218.2,4.52,0.02071494042163153,0.0019395715801562821
81,49.382716049382715,0.6172839506172839,219.87499999999997,4.4875,0.020409323479249574,0.0018692254259019079
82,48.76543209876543,0.6172839506172839,197.83749999999998,4.172499999999999,0.021090541479749793,0.0018559736467704967
83,48.148148148148145,0.6172839506172839,175.79999999999998,3.8575,0.021942548350398182,0.001857291463932635
84,47.53086419753087,0.6172839506172839,153.7625,3.5425000000000004,0.023038777335176005,0.0018803067874461113
85,46.91358024691358,0.6172839506172839,131.725,3.2275,0.024501802998671475,0.0019375920252243679
86,46.2962962962963,0.6172839506172839,147.43124999999998,3.953125,0.026813345203272717,0.002842120885788072
87,45.67901234567901,0.6172839506172839,163.1375,4.67875,0.028679794651750825,0.0038484151442510824
88,45.06172839506173,0.6172839506172839,178.84375000000003,5.404375,0.03021841691420583,0.0049350197354776125
89,44.44444444444444,0.6172839506172839,194.55,6.13,0.031508609611924955,0.006085817900418107
90,43.82716049382716,0.6172839506172839,201.44375000000002,5.790625,0.028745617573143867,0.004784854410820761
91,43.20987654320987,0.6172839506172839,208.33749999999998,5.45125,0.026165476690466195,0.003732101119107396
92,42.592592592592595,0.6172839506172839,215.23125,5.1118749999999995,0.023750617068850365,0.0028835668271283673
93,41.97530864197531,0.6172839506172839,222.12499999999997,4.7725,0.021485649971862694,0.002203144230869717
94,41.358024691358025,0.6172839506172839,218.36249999999995,4.68,0.02143225141679547,0.0021497177557099826
95,40.74074074074074,0.6172839506172839,214.59999999999997,4.5875,0.021376980428704572,0.002096374153193289
96,40.123456790123456,0.6172839506172839,210.83749999999998,4.495,0.021319736764095574,0.0020431176347280263
97,39.50617283950617,0.6172839506172839,207.075,4.4025,0.02126041289387903,0.0019899527011312036
98,38.888888888888886,0.6172839506172839,207.03749999999997,4.819375,0.023277787840367086,0.0026114044008630904
99,38.27160493827161,0.6172839506172839,207.0,5.23625,0.025295893719806763,0.0033505833744023345
100,37.65432098765432,0.6172839506172839,206.96250000000003,5.653124999999999,0.02731473092951621,0.004217765615891037
101,37.03703703703704,0.6172839506172839,206.925,6.069999999999999,0.029334299867101604,0.005223241972566735
102,36.41975308641975,0.6172839506172839,214.88125000000002,5.850624999999999,0.027227247607690287,0.004337202948781968
103,35.80246913580247,0.6172839506172839,222.83750000000003,5.63125,0.02527065686879452,0.003596150592630605
104,35.18518518518518,0.6172839506172839,230.79375000000005,5.411875,0.023448966880602266,0.0029757413747621827
105,34.5679012345679,0.6172839506172839,238.75000000000003,5.192500000000001,0.02174869109947644,0.002456081393876265
106,33.95061728395062,0.6172839506172839,231.60625000000005,4.999375000000001,0.021585665326389076,0.0023294135248221387
107,33.333333333333336,0.6172839506172839,224.46250000000003,4.80625,0.021412262627387647,0.0022035934871489156
108,32.71604938271605,0.6172839506172839,217.31875000000002,4.613125,0.02122745966466308,0.0020786973927486014
109,32.098765432098766,0.6172839506172839,210.175,4.42,0.021030093969311287,0.001954810647422638
110,31.48148148148148,0.6172839506172839,198.4875,4.59,0.02312488191951634,0.0024545491518033233
111,30.864197530864196,0.6172839506172839,186.8,4.76,0.025481798715203424,0.0030907730330278
112,30.246913580246915,0.6172839506172839,175.1125,4.93,0.02815333000214148,0.003907567251732733
113,29.62962962962963,0.6172839506172839,163.42499999999998,5.1,0.031206975676916018,0.004966764187588102
114,29.012345679012345,0.6172839506172839,179.28125,5.2775,0.029436987972808085,0.004573145116959111
115,28.395061728395063,0.6172839506172839,195.1375,5.455,0.02795464736403818,0.00426287689694635
116,27.77777777777778,0.6172839506172839,210.99375,5.6325,0.026695103527948103,0.004013880321212013
117,27.160493827160494,0.6172839506172839,226.85000000000002,5.81,0.025611637646021597,0.003811104260713553
118,26.54320987654321,0.6172839506172839,226.60625000000002,6.285,0.027735333866563697,0.004834728360375111
119,25.925925925925927,0.6172839506172839,226.3625,6.76,0.029863603732950463,0.006028803436730364
120,25.308641975308642,0.6172839506172839,226.11874999999998,7.235,0.03199646203598773,0.007407001871705624
121,24.691358024691358,0.6172839506172839,225.87499999999997,7.710000000000001,0.03413392363032652,0.008983111763911426
122,24.074074074074073,0.6172839506172839,225.23749999999995,7.688750000000001,0.03413618957766803,0.008959542285707755
123,23.45679012345679,0.6172839506172839,224.59999999999997,7.6675,0.034138468388245774,0.008935973045716878
124,22.839506172839506,0.6172839506172839,223.96249999999998,7.64625,0.03414076017190378,0.008912404045989022
125,22.22222222222222,0.6172839506172839,223.325,7.625,0.03414306503974029,0.00888883528859801
126,21.604938271604937,0.6172839506172839,222.25624999999997,6.9275,0.031168977250358543,0.006730101876978162
127,20.987654320987655,0.6172839506172839,221.1875,6.23,0.028166148629556374,0.004942457915316683
128,20.37037037037037,0.6172839506172839,220.11875000000003,5.5325,0.025134160538345773,0.0034950242386642973
129,19.753086419753085,0.6172839506172839,219.05,4.835,0.022072586167541656,0.00235560745569737
130,19.135802469135804,0.6172839506172839,214.91250000000002,4.921875,0.02290176234514046,0.0025814777551826165
131,18.51851851851852,0.6172839506172839,210.775,5.00875,0.023763491875222392,0.002828458886547212
132,17.901234567901234,0.6172839506172839,206.6375,5.095625,0.024659730203859417,0.003098661250473339
133,17.28395061728395,0.6172839506172839,202.5,5.1825,0.025592592592592594,0.0033944379732510285
134,16.666666666666668,0.6172839506172839,202.1,5.05125,0.024993814943097475,0.003155469329801266
135,16.049382716049383,0.6172839506172839,201.7,4.92,0.024392662369856224,0.0029274097292498152
136,15.432098765432098,0.6172839506172839,201.29999999999998,4.78875,0.023789120715350227,0.0027100602436910186
137,14.814814814814815,0.6172839506172839,200.89999999999998,4.6575,0.023183175709308116,0.0025032182545240054
138,14.197530864197532,0.6172839506172839,174.7875,4.2375,0.024243724522634628,0.0024906252823658137
139,13.580246913580247,0.6172839506172839,148.67499999999998,3.8175,0.025676811837901464,0.0025168726580619702
140,12.962962962962964,0.6172839506172839,122.5625,3.3975,0.027720550739418665,0.002610737300875486
141,12.345679012345679,0.6172839506172839,96.45,2.9775,0.03087091757387247,0.002837597850641796
142,11.728395061728396,0.6172839506172839,126.6375,3.698125,0.029202447932089627,0.0031536980032779013
143,11.11111111111111,0.6172839506172839,156.825,4.41875,0.028176311174876456,0.003508065559852449
144,10.493827160493828,0.6172839506172839,187.0125,5.139375,0.027481451774614,0.003881411166162061
145,9.876543209876543,0.6172839506172839,217.2,5.86,0.02697974217311234,0.004265532018083834
146,9.25925925925926,0.6172839506172839,222.41875,5.695625000000001,0.025607665720628323,0.003734920581480315
147,8.641975308641975,0.6172839506172839,227.6375,5.53125,0.024298500906045798,0.0032657448403673813
148,8.024691358024691,0.6172839506172839,232.85625,5.366874999999999,0.023048017822154224,0.002850943709330636
149,7.407407407407407,0.6172839506172839,238.075,5.2025,0.021852357450383282,0.0024843265497398216
150,6.790123456790123,0.6172839506172839,254.49374999999998,6.0375,0.02372356884992264,0.0033979516033237575
151,6.172839506172839,0.6172839506172839,270.9125,6.8725000000000005,0.025367969362801644,0.004422686518771314
152,5.555555555555555,0.6172839506172839,287.33125,7.7075000000000005,0.02682444043242773,0.005545936284282896
153,4.938271604938271,0.6172839506172839,303.75,8.5425,0.028123456790123458,0.006756509460448103
154,4.320987654320987,0.6172839506172839,282.56875,7.548125000000001,0.026712525712769015,0.005386032752981695
155,3.7037037037037037,0.6172839506172839,261.3875,6.553750000000001,0.025072928123953904,0.004120026240811338
156,3.0864197530864197,0.6172839506172839,240.20625,5.559375,0.02314417297634845,0.0029778944667765823
157,2.4691358024691357,0.6172839506172839,219.025,4.565,0.02084236959251227,0.0019830559501039682
158,1.8518518518518519,0.6172839506172839,220.425,4.716875,0.021399001928093454,0.0021599385866965483
159,1.2345679012345678,0.6172839506172839,221.825,4.86875,0.02194860813704497,0.0023454784371288793
160,0.6172839506172839,0.6172839506172839,223.225,5.020625000000001,0.022491320416620008,0.0025397308224808035
161,0.0,0.6172839506172839,224.625,5.1725,0.023027267668336116,0.002742744278552426
162,0.0,1.2345679012345678,224.64999999999998,4.965,0.02210104607166704,0.002425185218998577
163,0.6172839506172839,1.2345679012345678,224.375,4.94875,0.022055710306406687,0.002407340999798264
164,1.2345679012345678,1.2345679012345678,224.1,4.9325,0.022010263275323516,0.0023895579582074644
165,1.8518518518518519,1.2345679012345678,223.82500000000002,4.91625,0.021964704568301126,0.0023718361931965243
166,2.4691358024691357,1.2345679012345678,223.55,4.9,0.0219190337732051,0.0023541758035994387
167,3.0864197530864197,1.2345679012345678,243.21250000000003,5.77125,0.02372924911342961,0.003249659656900503
168,3.7037037037037037,1.2345679012345678,262.875,6.6425,0.02526866381359962,0.004241271926367445
169,4.320987654320987,1.2345679012345678,282.5375,7.51375,0.026593814980312346,0.005313956890237237
170,4.938271604938271,1.2345679012345678,302.20000000000005,8.385,0.02774652547981469,0.006455357234953817
171,5.555555555555555,1.2345679012345678,286.9125,7.65,0.026663181283492352,0.005438578056596284
172,6.172839506172839,1.2345679012345678,271.625,6.915,0.025457892314772204,0.004481641103879368
173,6.790123456790123,1.2345679012345678,256.33750000000003,6.18,0.024108840883600716,0.003592039770079804
174,7.407407407407407,1.2345679012345678,241.05,5.445,0.022588674548848785,0.0027783015463228897
175,8.024691358024691,1.2345679012345678,237.38750000000002,5.473750000000001,0.02305829076931178,0.0029103095273151536
176,8.641975308641975,1.2345679012345678,233.72500000000002,5.5025,0.023542624879666275,0.00304978916220131
177,9.25925925925926,1.2345679012345678,230.0625,5.53125,0.02404237978810106,0.0031972617681227
178,9.876543209876543,1.2345679012345678,226.4,5.5600000000000005,0.024558303886925797,0.003353293211302427
179,10.493827160493828,1.2345679012345678,205.775,5.11875,0.02487547078119305,0.0031674264322120328
180,11.11111111111111,1.2345679012345678,185.15,4.6775,0.02526330002700513,0.002985341070410319
181,11.728395061728396,1.2345679012345678,164.525,4.23625,0.025748366509648988,0.002808542153443324
182,12.345679012345679,1.2345679012345678,143.9,3.795,0.0263724808895066,0.002639451904674748
183,12.962962962962964,1.2345679012345678,149.70000000000002,3.795,0.025350701402805608,0.002438887343825928
184,13.580246913580247,1.2345679012345678,155.5,3.795,0.02440514469453376,0.002260344077294486
185,14.197530864197532,1.2345679012345678,161.29999999999998,3.795,0.02352758834469932,0.002100712433540411
186,14.814814814814815,1.2345679012345678,167.1,3.795,0.022710951526032315,0.0019574128764315115
187,15.432098765432098,1.2345679012345678,177.85,4.145,0.02330615687377003,0.0022514684503917044
188,16.049382716049383,1.2345679012345678,188.60000000000002,4.495,0.023833510074231175,0.002553322730050863
189,16.666666666666668,1.2345679012345678,199.35000000000002,4.845000000000001,0.02430398796087284,0.00286186316023691
190,17.28395061728395,1.2345679012345678,210.10000000000002,5.195,0.024726320799619228,0.0031761759347841206
191,17.901234567901234,1.2345679012345678,213.60000000000002,5.14625,0.024092930711610484,0.002987240187999959
192,18.51851851851852,1.2345679012345678,217.10000000000002,5.0975,0.02347996315062183,0.0028102959430543646
193,19.135802469135804,1.2345679012345678,220.6,5.04875,0.022886446056210336,0.0026444817993069645
194,19.753086419753085,1.2345679012345678,224.1,5.0,0.022311468094600627,0.0024890080426819084
195,20.37037037037037,1.2345679012345678,225.0625,6.327500000000001,0.028114412663149128,0.005001383811664524
196,20.987654320987655,1.2345679012345678,226.02499999999998,7.655,0.03386793496294658,0.008780568377799275
197,21.604938271604937,1.2345679012345678,226.98749999999998,8.9825,0.039572663692934634,0.014066556480831268
198,22.22222222222222,1.2345679012345678,227.95,10.31,0.04522921693353806,0.021090982084180986
199,22.839506172839506,1.2345679012345678,226.22499999999997,10.21,0.04513205879102664,0.020796776880617356
200,23.45679012345679,1.2345679012345678,224.5,10.11,0.04503340757238307,0.020503158833537528
201,24.074074074074073,1.2345679012345678,222.77500000000003,10.01,0.044933228593872734,0.020210140269010916
202,24.691358024691358,1.2345679012345678,221.05,9.91,0.044831486089120104,0.01991773385654339
203,25.308641975308642,1.2345679012345678,220.26250000000002,8.8875,0.040349582884058786,0.014469639555879545
204,25.925925925925927,1.2345679012345678,219.47500000000002,7.865,0.03583551657364164,0.010100109111304495
205,26.54320987654321,1.2345679012345678,218.6875,6.8425,0.0312889396970563,0.006698792086352032
206,27.160493827160494,1.2345679012345678,217.9,5.82,0.026709499770536944,0.004151972739915262
207,27.77777777777778,1.2345679012345678,212.3625,5.6625,0.026664312202013065,0.004025955649731369
208,28.395061728395063,1.2345679012345678,206.825,5.505,0.026616704943793063,0.0039000116462674836
209,29.012345679012345,1.2345679012345678,201.2875,5.3475,0.026566478295969698,0.0037741466199960995
210,29.62962962962963,1.2345679012345678,195.75,5.1899999999999995,0.026513409961685823,0.003648367111463424
211,30.246913580246915,1.2345679012345678,196.325,4.97,0.0253151661785305,0.0031850624640736734
212,30.864197530864196,1.2345679012345678,196.9,4.75,0.024123920771965464,0.0027643268787073175
213,31.48148148148148,1.2345679012345678,197.47500000000002,4.53,0.022939612609191036,0.002383802994768696
214,32.098765432098766,1.2345679012345678,198.05,4.3100000000000005,0.02176218126735673,0.0020411838194422894
215,32.71604938271605,1.2345679012345678,207.46250000000003,4.5062500000000005,0.021720792914382118,0.0021260165070128103
216,33.333333333333336,1.2345679012345678,216.875,4.702500000000001,0.021682997118155623,0.002210891491832007
217,33.95061728395062,1.2345679012345678,226.28749999999997,4.898750000000001,0.021648345578080985,0.0022958034311304563
218,34.5679012345679,1.2345679012345678,235.7,5.095000000000001,0.021616461603733563,0.0023807478454936776
219,35.18518518518518,1.2345679012345678,220.16249999999997,5.116250000000001,0.023238517004485332,0.002762921696024771
220,35.80246913580247,1.2345679012345678,204.625,5.1375,0.02510690287110568,0.0032384568875153045
221,36.41975308641975,1.2345679012345678,189.08750000000003,5.1587499999999995,0.027282342830700065,0.003839792940724437
222,37.03703703703704,1.2345679012345678,173.55,5.18,0.02984730625180063,0.004614663556731865
223,37.65432098765432,1.2345679012345678,184.90000000000003,4.96125,0.026832071389940503,0.003571901823240167
224,38.27160493827161,1.2345679012345678,196.25,4.7425,0.0241656050955414,0.0027695084072376155
225,38.888888888888886,1.2345679012345678,207.59999999999997,4.52375,0.021790703275529868,0.002148033696884348
226,39.50617283950617,1.2345679012345678,218.95,4.305,0.019662023292989265,0.001664292163688296
227,40.123456790123456,1.2345679012345678,219.34999999999997,4.435,0.020218828356507866,0.001813032524187524
228,40.74074074074074,1.2345679012345678,219.75,4.5649999999999995,0.020773606370875993,0.0019699925243418345
229,41.358024691358025,1.2345679012345678,220.15000000000003,4.694999999999999,0.021326368385191908,0.002135351676011786
230,41.97530864197531,1.2345679012345678,220.55,4.824999999999999,0.021877125368397185,0.0023092865644055386
231,42.592592592592595,1.2345679012345678,216.96250000000003,5.0737499999999995,0.023385377657429273,0.0027747115376562793
232,43.20987654320987,1.2345679012345678,213.375,5.3225,0.024944346807264206,0.0033117682793446053
233,43.82716049382716,1.2345679012345678,209.78749999999997,5.57125,0.026556634689864748,0.003929151061061231
234,44.44444444444444,1.2345679012345678,206.2,5.82,0.028225024248302623,0.004636514604016518
235,45.06172839506173,1.2345679012345678,197.2625,5.41125,0.027431721690640645,0.004071962134271696
236,45.67901234567901,1.2345679012345678,188.325,5.0024999999999995,0.026563122262046993,0.003529761320203054
237,46.2962962962963,1.2345679012345678,179.3875,4.59375,0.025607971569925444,0.0030124352051605664
238,46.91358024691358,1.2345679012345678,170.45,4.185,0.024552654737459666,0.002522855496739128
239,47.53086419753087,1.2345679012345678,183.225,4.2524999999999995,0.02320916905444126,0.0022906751586604375
240,48.148148148148145,1.2345679012345678,196.0,4.32,0.022040816326530613,0.0020986455643481885
241,48.76543209876543,1.2345679012345678,208.77500000000003,4.3875,0.021015447251826126,0.001937735089264931
242,49.382716049382715,1.2345679012345678,221.55,4.455,0.020108327691266078,0.0018013562735127518
243,49.382716049382715,1.8518518518518516,223.22500000000002,4.422499999999999,0.019811849031246494,0.001735872653608202
244,48.76543209876543,1.8518518518518516,219.71250000000003,4.602499999999999,0.02094782954998008,0.002019630218040223
245,48.148148148148145,1.8518518518518516,216.20000000000002,4.782499999999999,0.02212072155411655,0.0023402031353225226
246,47.53086419753087,1.8518518518518516,212.68750000000003,4.9624999999999995,0.02333235380546576,0.0027015787179882835
247,46.91358024691358,1.8518518518518516,209.175,5.142499999999999,0.02458467790127883,0.0031081598477682593
248,46.2962962962963,1.8518518518518516,211.34375000000003,5.234375,0.024767115185568532,0.0032108179405640385
249,45.67901234567901,1.8518518518518516,213.5125,5.32625,0.02494584626192846,0.0033145000525362303
250,45.06172839506173,1.8518518518518516,215.68124999999998,5.418125,0.025120982931988757,0.003419182461809441
251,44.44444444444444,1.8518518518518516,217.85,5.510000000000001,0.02529263254532936,0.0035248421085125273
252,43.82716049382716,1.8518518518518516,218.13125,5.351875,0.02453511360705997,0.0032216778255801234
253,43.20987654320987,1.8518518518518516,218.41250000000002,5.19375,0.02377954558461626,0.002936893131270064
254,42.592592592592595,1.8518518518518516,218.69375000000002,5.035625,0.023025920951101706,0.002669853305126825
255,41.97530864197531,1.8518518518518516,218.97500000000002,4.8774999999999995,0.022274232218289756,0.0024199297805094847
256,41.358024691358025,1.8518518518518516,221.9375,4.71,0.021222190932131794,0.002121296337290926
257,40.74074074074074,1.8518518518518516,224.9,4.5425,0.020197865718096935,0.001853130043679806
258,40.123456790123456,1.8518518518518516,227.86249999999998,4.375,0.01920017554446212,0.0016128294916044558
259,39.50617283950617,1.8518518518518516,230.825,4.2075000000000005,0.018228094877071378,0.001397998435780923
260,38.888888888888886,1.8518518518518516,208.16249999999997,4.228125,0.020311655557557203,0.0017443694205137702
261,38.27160493827161,1.8518518518518516,185.5,4.24875,0.022904312668463614,0.0022289262805391384
262,37.65432098765432,1.8518518518518516,162.8375,4.269375,0.026218622860213404,0.002934837473494239
263,37.03703703703704,1.8518518518518516,140.175,4.29,0.030604601391118244,0.004018192576866626
264,36.41975308641975,1.8518518518518516,163.29375,4.466875,0.027354843648333144,0.0033425065971336896
265,35.80246913580247,1.8518518518518516,186.4125,4.643750000000001,0.024911151344464567,0.0028817508609435397
266,35.18518518518518,1.8518518518518516,209.53125,4.820625000000001,0.023006711409395975,0.0025515990887797855
267,34.5679012345679,1.8518518518518516,232.64999999999998,4.9975000000000005,0.02148076509778638,0.002305962787758422
268,33.95061728395062,1.8518518518518516,220.96875,4.798125000000001,0.021714043275350023,0.0022623143798548065
269,33.333333333333336,1.8518518518518516,209.2875,4.598750000000001,0.021973362002030705,0.002220408197495429
270,32.71604938271605,1.8518518518518516,197.60625000000002,4.399375000000001,0.022263339342758644,0.002180577841065448
271,32.098765432098766,1.8518518518518516,185.925,4.2,0.022589753933037516,0.0021432473275717723
272,31.48148148148148,1.8518518518518516,196.46250000000003,4.470000000000001,0.022752433670547814,0.00231399937355907
273,30.864197530864196,1.8518518518518516,207.0,4.74,0.022898550724637683,0.0024853887838689357
274,30.246913580246915,1.8518518518518516,217.53749999999997,5.01,0.023030511980692985,0.0026573264552851444
275,29.62962962962963,1.8518518518518516,228.075,5.279999999999999,0.023150279513317985,0.002829739131356282
276,29.012345679012345,1.8518518518518516,223.29375,5.4174999999999995,0.02426176281243877,0.0031889200076004216
277,28.395061728395063,1.8518518518518516,218.5125,5.555,0.025421886619758596,0.003590042733755168
278,27.77777777777778,1.8518518518518516,213.73125,5.692500000000001,0.026633915255724193,0.004038062777725991
279,27.160493827160494,1.8518518518518516,208.95,5.83,0.027901411821009813,0.004538589596760567
280,26.54320987654321,1.8518518518518516,210.76874999999998,7.4,0.03510956913679092,0.009121845652786151
281,25.925925925925927,1.8518518518518516,212.5875,8.969999999999999,0.04219439054506967,0.015969888343424683
282,25.308641975308642,1.8518518518518516,214.40625,10.54,0.049159014720886164,0.025471055996580307
283,24.691358024691358,1.8518518518518516,216.22500000000002,12.11,0.0560064747369638,0.037985742322916814
284,24.074074074074073,1.8518518518518516,220.3125,12.331249999999999,0.05597163120567376,0.0386316297822041
285,23.45679012345679,1.8518518518518516,224.4,12.552499999999998,0.05593805704099821,0.039277603795864514
286,22.839506172839506,1.8518518518518516,228.48749999999998,12.77375,0.05590568411838722,0.03992365966952008
287,22.22222222222222,1.8518518518518516,232.575,12.995,0.05587444910244007,0.04056979304220265
288,21.604938271604937,1.8518518518518516,231.71874999999997,11.0375,0.04763317599460554,0.025043198488238706
289,20.987654320987655,1.8518518518518516,230.86249999999998,9.08,0.03933077048026423,0.014045938319666716
290,20.37037037037037,1.8518518518518516,230.00624999999997,7.1225000000000005,0.030966549822015712,0.0068299590381208945
291,19.753086419753085,1.8518518518518516,229.14999999999998,5.165,0.022539821077896576,0.0026240448542648462
292,19.135802469135804,1.8518518518518516,226.2875,5.175625,0.02287189968513506,0.0027074925925676153
293,18.51851851851852,1.8518518518518516,223.425,5.186249999999999,0.023212487411883177,0.002794453004490648
